customer_id,email,phone,age,employment_type,monthly_income,account_age_months,credit_score,loan_amount,monthly_installment,previous_late_payments,avg_payment_delay_days,previous_defaults,days_past_due,current_outstanding,payment_frequency,payment_reliability_score,engagement_score,previous_reminder_response,amount_due,upcoming_installment_offset_days,risk_indicator_raw,risk_category,risk_category_pred,risk_score
CUSTOMER_0415,customer0415@example.com,+91-9000700414,29,Business Owner,62997,26,777,129188,5800,4,0,0,4,71011,Monthly,83,76.0,No Response,5446,1,0.1842,AT-RISK,LOW,15.9
CUSTOMER_0416,customer0416@example.com,+91-9000700415,22,Salaried,39061,32,746,116460,3350,3,1,0,0,13416,Bi-Weekly,83,89.0,Responded,3290,12,0.1006,LOW,LOW,1.8
CUSTOMER_0417,customer0417@example.com,+91-9000700416,38,Salaried,41744,55,719,116886,9596,1,0,0,0,52188,Monthly,70,83.0,No Response,11028,23,0.0599,LOW,LOW,2.4
CUSTOMER_0418,customer0418@example.com,+91-9000000417,40,Salaried,67127,23,608,123805,4827,2,11,0,8,76649,Monthly,83,84.0,No Response,4614,27,0.1826,AT-RISK,AT-RISK,26.2
CUSTOMER_0419,customer0419@example.com,+91-9000000418,23,Business Owner,64954,41,659,196954,26972,6,12,0,0,150887,Monthly,56,60.0,Responded,28983,-11,0.1562,LOW,AT-RISK,42.1
CUSTOMER_0420,customer0420@example.com,+91-9000700419,32,Salaried,62258,20,697,69758,8727,0,5,1,0,34179,Monthly,96,65.0,Responded,8374,-15,0.0853,LOW,LOW,0.9
CUSTOMER_0421,customer0421@example.com,+91-9000400420,45,Salaried,42849,15,735,35350,1567,5,7,3,4,5969,Bi-Weekly,83,63.0,No Response,1777,-13,0.2427,AT-RISK,AT-RISK,29.3
CUSTOMER_0422,customer0422@example.com,+91-9000800421,40,Salaried,47010,76,810,64734,7076,2,2,1,5,32801,Monthly,77,72.0,Responded,6917,8,0.1255,LOW,LOW,2.9
CUSTOMER_0423,customer0423@example.com,+91-9000100422,31,Self-Employed,47914,31,516,223480,33503,2,1,3,9,63688,Monthly,60,62.0,No Response,33056,13,0.2831,HIGH,HIGH,54.9
CUSTOMER_0424,customer0424@example.com,+91-9000800423,29,Self-Employed,44620,32,613,166707,14957,9,3,1,0,133345,Monthly,75,75.0,Responded,15681,-1,0.3044,HIGH,HIGH,54.5
CUSTOMER_0425,customer0425@example.com,+91-9000700424,52,Business Owner,14549,33,574,271077,11813,3,1,2,5,161379,Weekly,56,79.0,No Response,12368,-12,0.2671,HIGH,HIGH,56.1
CUSTOMER_0426,customer0426@example.com,+91-9000800425,21,Freelancer,50669,43,567,174235,6429,5,12,0,12,118824,Monthly,69,68.0,Responded,6716,28,0.2664,HIGH,HIGH,57.3
CUSTOMER_0427,customer0427@example.com,+91-9000300426,34,Business Owner,32320,33,679,210969,17472,6,0,0,23,19229,Weekly,84,62.0,Responded,18228,-15,0.1839,AT-RISK,AT-RISK,35.7
CUSTOMER_0428,customer0428@example.com,+91-9000000427,21,Self-Employed,16642,34,566,124923,4795,4,13,0,69,69636,Monthly,60,68.0,Responded,4689,-1,0.391,CRITICAL,CRITICAL,85.9
CUSTOMER_0429,customer0429@example.com,+91-9000000428,46,Salaried,16087,13,699,118985,10369,1,6,0,0,68437,Monthly,72,76.0,Responded,10458,8,0.0844,LOW,LOW,2.7
CUSTOMER_0430,customer0430@example.com,+91-9000400429,34,Salaried,41397,40,604,164818,6753,1,4,0,0,109157,Weekly,85,55.0,Responded,7079,15,0.1544,LOW,LOW,15.4
CUSTOMER_0431,customer0431@example.com,+91-9000100430,36,Freelancer,22644,21,562,178012,9696,5,1,1,2,13611,Monthly,46,61.0,Responded,10353,4,0.2173,AT-RISK,HIGH,49.8
CUSTOMER_0432,customer0432@example.com,+91-9000700431,59,Salaried,12000,39,747,117131,4572,2,1,0,0,64208,Weekly,95,78.0,No Response,4404,-6,0.0844,LOW,LOW,1.9
CUSTOMER_0433,customer0433@example.com,+91-9000900432,29,Salaried,35853,3,534,100170,2794,6,3,3,0,8129,Monthly,61,35.0,No Response,3004,-5,0.3133,HIGH,HIGH,65.4
CUSTOMER_0434,customer0434@example.com,+91-9000400433,50,Self-Employed,35101,34,608,35329,1034,6,9,1,0,17963,Weekly,70,50.0,No Response,1169,2,0.2626,AT-RISK,AT-RISK,41.0
CUSTOMER_0435,customer0435@example.com,+91-9000400434,31,Salaried,41319,1,685,222814,36357,8,0,2,10,125528,Monthly,59,62.0,No Response,39610,18,0.3086,HIGH,HIGH,52.5
CUSTOMER_0436,customer0436@example.com,+91-9000100435,32,Self-Employed,37155,24,691,185209,5687,3,8,1,0,19262,Monthly,71,73.0,No Response,5238,12,0.157,LOW,LOW,8.0
CUSTOMER_0437,customer0437@example.com,+91-9000600436,58,Self-Employed,85790,4,640,102186,12781,3,7,0,0,6857,Bi-Weekly,83,61.0,Responded,13001,22,0.0413,LOW,LOW,17.6
CUSTOMER_0438,customer0438@example.com,+91-9000700437,33,Salaried,57509,36,706,184208,5325,4,1,1,1,103985,Monthly,73,79.0,Responded,5371,0,0.1502,LOW,LOW,13.1
CUSTOMER_0439,customer0439@example.com,+91-9000900438,22,Business Owner,38144,28,646,141901,9816,3,7,0,0,42074,Monthly,73,76.0,Responded,9660,8,0.089,LOW,LOW,9.0
CUSTOMER_0440,customer0440@example.com,+91-9000000439,37,Salaried,48195,17,710,229518,13144,3,5,1,2,23993,Monthly,85,56.0,No Response,13444,23,0.1257,LOW,LOW,6.2
CUSTOMER_0441,customer0441@example.com,+91-9000100440,33,Salaried,63767,43,576,62607,7155,5,13,2,81,42116,Monthly,46,88.0,No Response,7225,-4,0.4379,CRITICAL,CRITICAL,89.4
CUSTOMER_0442,customer0442@example.com,+91-9000900441,38,Salaried,75567,16,836,119288,12733,0,0,0,0,56049,Weekly,100,69.0,Responded,11479,26,0.0,LOW,LOW,0.9
CUSTOMER_0443,customer0443@example.com,+91-9000300442,33,Self-Employed,20882,1,667,140110,5039,3,1,0,2,61262,Monthly,76,64.0,Responded,4833,-9,0.0966,LOW,LOW,8.5
CUSTOMER_0444,customer0444@example.com,+91-9000400443,54,Business Owner,32069,36,706,146555,4269,1,0,0,7,18158,Monthly,94,84.0,Responded,4070,20,0.0892,LOW,LOW,0.4
CUSTOMER_0445,customer0445@example.com,+91-9000100444,40,Salaried,27523,2,556,326692,13431,4,4,0,45,20162,Monthly,61,49.0,Responded,13260,1,0.2177,AT-RISK,AT-RISK,60.8
CUSTOMER_0446,customer0446@example.com,+91-9000000445,25,Self-Employed,36531,15,589,157524,5733,5,12,0,5,88655,Monthly,72,81.0,Responded,5409,-12,0.1798,LOW,AT-RISK,33.5
CUSTOMER_0447,customer0447@example.com,+91-9000800446,36,Salaried,37270,20,688,205552,7122,1,7,0,7,80297,Monthly,69,70.0,No Response,6530,21,0.1252,LOW,LOW,4.1
CUSTOMER_0448,customer0448@example.com,+91-9000000447,27,Freelancer,50944,8,776,133922,9645,2,11,0,0,58211,Monthly,92,64.0,Responded,9154,17,0.1177,LOW,LOW,4.1
CUSTOMER_0449,customer0449@example.com,+91-9000300448,32,Salaried,59541,20,699,247719,33671,7,0,2,14,152215,Monthly,74,74.0,No Response,37494,3,0.2683,HIGH,HIGH,54.2
CUSTOMER_0450,customer0450@example.com,+91-9000100449,26,Self-Employed,69245,8,794,195723,32317,0,0,0,20,57827,Monthly,80,41.0,No Response,35524,10,0.1209,LOW,LOW,15.4
CUSTOMER_0451,customer0451@example.com,+91-9000300450,53,Salaried,39740,29,668,135384,8195,0,8,0,7,17644,Bi-Weekly,70,72.0,No Response,8281,-5,0.0141,LOW,LOW,3.9
CUSTOMER_0452,customer0452@example.com,+91-9000700451,28,Salaried,13488,9,563,150657,11375,7,3,1,14,128928,Monthly,57,68.0,Responded,12733,15,0.3065,HIGH,HIGH,60.8
CUSTOMER_0453,customer0453@example.com,+91-9000700452,41,Salaried,23295,25,536,230411,29278,4,4,0,2,116455,Monthly,58,27.0,No Response,28053,-15,0.215,AT-RISK,AT-RISK,47.3
CUSTOMER_0454,customer0454@example.com,+91-9000800453,32,Business Owner,40419,45,734,95194,8360,4,3,1,2,38241,Monthly,89,72.0,Responded,8744,24,0.1163,LOW,LOW,7.8
CUSTOMER_0455,customer0455@example.com,+91-9000400454,24,Salaried,20157,34,570,201863,20735,2,1,0,17,166480,Bi-Weekly,70,35.0,No Response,19402,20,0.1647,LOW,LOW,43.0
CUSTOMER_0456,customer0456@example.com,+91-9000600455,36,Freelancer,76129,27,769,112383,3360,1,3,2,0,63328,Monthly,79,79.0,Responded,3724,13,0.1349,LOW,LOW,4.3
CUSTOMER_0457,customer0457@example.com,+91-9000200456,38,Salaried,25753,14,654,178209,17457,1,2,0,0,72523,Monthly,85,99.0,Responded,16281,9,0.0931,LOW,LOW,4.0
CUSTOMER_0458,customer0458@example.com,+91-9000900457,40,Salaried,63407,30,724,130822,5911,2,4,0,1,27962,Monthly,83,79.0,Responded,5366,2,0.0634,LOW,LOW,0.8
CUSTOMER_0459,customer0459@example.com,+91-9000300458,21,Salaried,17640,19,709,85175,3579,1,4,0,0,47997,Monthly,100,80.0,Responded,3465,-13,0.0595,LOW,LOW,0.3
CUSTOMER_0460,customer0460@example.com,+91-9000900459,23,Business Owner,54873,28,632,266055,11928,1,1,0,1,149532,Monthly,78,28.0,No Response,13421,2,0.1089,LOW,LOW,20.6
CUSTOMER_0461,customer0461@example.com,+91-9000800460,43,Salaried,39722,3,624,197970,22066,3,24,2,1,73063,Monthly,63,45.0,Responded,20573,-9,0.284,HIGH,AT-RISK,47.3
CUSTOMER_0462,customer0462@example.com,+91-9000900461,26,Business Owner,68002,36,548,170901,10980,4,6,2,3,82817,Monthly,67,58.0,No Response,10789,12,0.2734,HIGH,HIGH,58.5
CUSTOMER_0463,customer0463@example.com,+91-9000900462,36,Freelancer,24944,27,602,197265,26169,2,18,1,15,66854,Monthly,80,67.0,Responded,25622,1,0.2212,AT-RISK,AT-RISK,35.3
CUSTOMER_0464,customer0464@example.com,+91-9000000463,23,Freelancer,34597,56,592,27379,1532,6,1,2,11,19015,Weekly,76,68.0,Responded,1685,9,0.3159,HIGH,HIGH,57.2
CUSTOMER_0465,customer0465@example.com,+91-9000100464,41,Salaried,32600,40,542,392036,33628,6,10,2,45,185041,Monthly,62,60.0,No Response,33808,2,0.4544,CRITICAL,CRITICAL,88.5
CUSTOMER_0466,customer0466@example.com,+91-9000400465,43,Self-Employed,44466,35,625,157949,6912,6,3,0,0,94129,Weekly,73,58.0,Responded,7277,24,0.2309,AT-RISK,AT-RISK,36.8
CUSTOMER_0467,customer0467@example.com,+91-9000200466,41,Business Owner,39602,25,703,20000,1000,1,10,0,31,12685,Monthly,67,67.0,Responded,1001,27,0.2109,AT-RISK,AT-RISK,31.1
CUSTOMER_0468,customer0468@example.com,+91-9000100467,44,Salaried,43296,17,723,234030,10655,3,4,0,7,128640,Monthly,72,68.0,No Response,11058,-13,0.1494,LOW,LOW,13.7
CUSTOMER_0469,customer0469@example.com,+91-9000000468,49,Self-Employed,34973,37,601,114124,5997,5,6,2,8,73350,Monthly,56,44.0,No Response,5490,9,0.236,AT-RISK,HIGH,59.4
CUSTOMER_0470,customer0470@example.com,+91-9000900469,24,Salaried,12000,22,548,267680,15191,3,21,1,0,191961,Weekly,61,49.0,Responded,15092,-9,0.2088,AT-RISK,HIGH,62.0
CUSTOMER_0471,customer0471@example.com,+91-9000200470,27,Salaried,63960,42,697,172097,5506,1,3,0,0,54474,Monthly,70,73.0,No Response,6132,-6,0.1129,LOW,LOW,1.4
CUSTOMER_0472,customer0472@example.com,+91-9000000471,43,Salaried,100764,32,692,33822,2688,4,1,0,36,4009,Bi-Weekly,78,38.0,Responded,2883,28,0.1696,LOW,LOW,26.0
CUSTOMER_0473,customer0473@example.com,+91-9000000472,45,Salaried,52295,32,641,179218,6394,1,6,0,1,111309,Monthly,78,46.0,Responded,7324,28,0.2221,AT-RISK,AT-RISK,21.1
CUSTOMER_0474,customer0474@example.com,+91-9000000473,28,Salaried,25103,35,601,176478,6143,5,6,1,2,69267,Monthly,71,100.0,Responded,6738,3,0.1922,AT-RISK,AT-RISK,40.2
CUSTOMER_0475,customer0475@example.com,+91-9000700474,28,Salaried,31149,15,751,210073,11308,1,1,0,0,21523,Bi-Weekly,93,73.0,Responded,11453,-1,0.0199,LOW,LOW,1.1
CUSTOMER_0476,customer0476@example.com,+91-9000200475,29,Self-Employed,55380,12,618,211033,14145,5,5,1,23,27111,Weekly,74,81.0,No Response,15121,5,0.2699,HIGH,HIGH,57.2
CUSTOMER_0477,customer0477@example.com,+91-9000000476,21,Salaried,45422,11,548,71284,3543,7,33,3,5,13189,Monthly,48,52.0,Responded,3875,5,0.3962,CRITICAL,CRITICAL,77.3
CUSTOMER_0478,customer0478@example.com,+91-9000600477,23,Salaried,44633,43,691,216499,24612,1,5,0,0,107015,Monthly,90,68.0,No Response,23810,21,0.1517,LOW,LOW,1.4
CUSTOMER_0479,customer0479@example.com,+91-9000900478,23,Salaried,59998,14,682,127616,17297,2,0,1,4,68999,Monthly,67,75.0,No Response,15826,12,0.1425,LOW,LOW,11.8
CUSTOMER_0480,customer0480@example.com,+91-9000200479,32,Self-Employed,12000,16,571,296556,31723,4,1,2,4,54066,Monthly,84,68.0,No Response,31769,29,0.2568,AT-RISK,AT-RISK,42.6
CUSTOMER_0481,customer0481@example.com,+91-9000700480,37,Self-Employed,62256,35,730,126812,10918,1,21,0,2,76397,Monthly,78,68.0,Responded,10221,16,0.1151,LOW,LOW,5.0
CUSTOMER_0482,customer0482@example.com,+91-9000300481,38,Self-Employed,45310,22,626,160543,7599,4,12,1,12,43944,Monthly,60,57.0,No Response,7365,25,0.2463,AT-RISK,AT-RISK,40.0
CUSTOMER_0483,customer0483@example.com,+91-9000300482,30,Self-Employed,29076,22,695,89647,2848,6,13,1,14,49963,Monthly,63,76.0,No Response,3237,11,0.2448,AT-RISK,AT-RISK,34.9
CUSTOMER_0484,customer0484@example.com,+91-9000400483,30,Salaried,18520,20,614,128767,9852,2,3,0,27,53651,Monthly,70,53.0,Responded,10953,7,0.2451,AT-RISK,AT-RISK,35.4
CUSTOMER_0485,customer0485@example.com,+91-9000500484,36,Business Owner,48593,1,698,98960,2905,3,9,1,18,54537,Weekly,73,61.0,No Response,3044,-6,0.2697,HIGH,HIGH,43.2
CUSTOMER_0486,customer0486@example.com,+91-9000600485,21,Salaried,82126,15,744,215412,6217,1,4,1,0,53393,Monthly,90,68.0,Responded,6218,24,0.0627,LOW,LOW,2.0
CUSTOMER_0487,customer0487@example.com,+91-9000300486,43,Salaried,45448,45,701,48663,1399,1,1,1,9,12207,Monthly,81,60.0,No Response,1351,25,0.1561,LOW,LOW,7.2
CUSTOMER_0488,customer0488@example.com,+91-9000700487,46,Self-Employed,30100,19,691,228006,7325,3,5,0,0,146057,Weekly,76,88.0,Responded,7638,-10,0.1213,LOW,LOW,12.1
CUSTOMER_0489,customer0489@example.com,+91-9000500488,29,Salaried,53547,1,780,207414,12262,8,4,0,0,12177,Monthly,88,63.0,Responded,12670,8,0.192,AT-RISK,AT-RISK,24.0
CUSTOMER_0490,customer0490@example.com,+91-9000000489,31,Self-Employed,80580,13,630,268346,32803,1,4,0,35,191721,Monthly,77,80.0,No Response,35925,2,0.2741,HIGH,AT-RISK,46.1
CUSTOMER_0491,customer0491@example.com,+91-9000000490,46,Self-Employed,54408,32,676,163257,7078,4,11,1,19,80334,Monthly,83,63.0,Responded,8012,-6,0.1999,AT-RISK,AT-RISK,34.1
CUSTOMER_0492,customer0492@example.com,+91-9000800491,33,Salaried,60619,33,670,71139,3125,2,8,1,2,21710,Monthly,76,81.0,No Response,3069,-1,0.1053,LOW,LOW,5.7
CUSTOMER_0493,customer0493@example.com,+91-9000900492,40,Salaried,76841,24,750,127378,4043,2,7,0,7,51054,Monthly,81,78.0,Responded,3847,29,0.0942,LOW,LOW,3.0
CUSTOMER_0494,customer0494@example.com,+91-9000500493,34,Salaried,53654,17,616,213779,5958,2,12,1,66,28088,Monthly,73,43.0,No Response,5962,27,0.3492,CRITICAL,CRITICAL,85.0
CUSTOMER_0495,customer0495@example.com,+91-9000900494,49,Freelancer,36736,8,800,137782,6485,1,1,1,0,42943,Monthly,96,82.0,Responded,6545,18,0.0878,LOW,LOW,0.7
CUSTOMER_0496,customer0496@example.com,+91-9000700495,39,Self-Employed,14330,32,671,184302,11268,4,2,2,7,129650,Monthly,79,77.0,Responded,10253,-8,0.2261,AT-RISK,AT-RISK,30.5
CUSTOMER_0497,customer0497@example.com,+91-9000600496,39,Salaried,28329,37,641,278934,24093,5,13,0,18,59811,Weekly,58,53.0,No Response,26873,19,0.2552,AT-RISK,AT-RISK,47.9
CUSTOMER_0498,customer0498@example.com,+91-9000500497,40,Salaried,23481,42,658,228204,37142,5,6,2,2,140761,Monthly,52,87.0,Responded,42672,11,0.2593,AT-RISK,AT-RISK,48.6
CUSTOMER_0499,customer0499@example.com,+91-9000300498,30,Self-Employed,59655,12,646,172146,8092,1,1,0,0,57686,Monthly,73,79.0,Responded,9150,9,0.1018,LOW,LOW,5.5
CUSTOMER_0500,customer0500@example.com,+91-9000600499,30,Business Owner,50629,41,574,20000,1000,3,7,0,33,12372,Monthly,38,61.0,No Response,1115,-13,0.2583,AT-RISK,AT-RISK,49.2
CUSTOMER_0501,customer0501@example.com,+91-9000800500,41,Salaried,55577,28,715,83947,2730,2,0,0,0,12760,Monthly,89,89.0,Responded,3134,5,0.0865,LOW,LOW,0.5
CUSTOMER_0502,customer0502@example.com,+91-9000900501,36,Salaried,23136,27,710,125643,5944,3,7,0,0,45461,Monthly,73,40.0,No Response,6698,23,0.1715,LOW,LOW,6.1
CUSTOMER_0503,customer0503@example.com,+91-9000900502,24,Business Owner,82815,40,749,20000,1000,4,2,1,0,13609,Monthly,70,80.0,Responded,1072,16,0.1054,LOW,LOW,13.0
CUSTOMER_0504,customer0504@example.com,+91-9000600503,51,Salaried,43753,21,736,60501,2435,2,1,0,0,8674,Monthly,84,69.0,Responded,2293,5,0.0996,LOW,LOW,1.1
CUSTOMER_0505,customer0505@example.com,+91-9000000504,43,Salaried,56588,1,573,141101,4521,1,22,1,46,70017,Monthly,71,75.0,Responded,4245,-7,0.2644,HIGH,HIGH,65.4
CUSTOMER_0506,customer0506@example.com,+91-9000900505,35,Freelancer,47353,36,637,151188,14469,2,10,2,12,66687,Monthly,61,64.0,No Response,13198,-15,0.2171,AT-RISK,AT-RISK,36.2
CUSTOMER_0507,customer0507@example.com,+91-9000800506,32,Self-Employed,54958,33,806,178901,5650,1,6,1,1,67245,Monthly,79,63.0,Responded,5666,-12,0.0966,LOW,LOW,3.9
CUSTOMER_0508,customer0508@example.com,+91-9000300507,36,Salaried,56044,22,630,145961,5559,3,6,0,47,70034,Bi-Weekly,69,51.0,No Response,6127,-12,0.244,AT-RISK,AT-RISK,56.7
CUSTOMER_0509,customer0509@example.com,+91-9000200508,39,Salaried,38363,38,816,149728,13480,3,5,0,3,46179,Monthly,87,65.0,No Response,13784,10,0.0511,LOW,LOW,1.8
CUSTOMER_0510,customer0510@example.com,+91-9000300509,21,Salaried,67190,37,608,133414,11409,8,11,0,9,7528,Monthly,65,58.0,Responded,11312,18,0.2293,AT-RISK,AT-RISK,43.2
CUSTOMER_0511,customer0511@example.com,+91-9000300510,54,Salaried,18527,6,693,147410,4361,1,4,0,14,86402,Monthly,93,62.0,No Response,4043,11,0.1284,LOW,LOW,7.6
CUSTOMER_0512,customer0512@example.com,+91-9000900511,27,Business Owner,21039,24,544,245894,35296,5,40,2,13,200664,Monthly,54,45.0,No Response,32223,-1,0.3901,CRITICAL,CRITICAL,86.4
CUSTOMER_0513,customer0513@example.com,+91-9000100512,34,Salaried,76334,1,738,250685,12612,2,0,1,0,35701,Monthly,77,78.0,Responded,12609,29,0.1558,LOW,LOW,8.0
CUSTOMER_0514,customer0514@example.com,+91-9000000513,35,Self-Employed,57454,25,692,118414,7687,1,19,0,0,38810,Monthly,65,47.0,Responded,7110,16,0.1148,LOW,LOW,10.3
CUSTOMER_0515,customer0515@example.com,+91-9000900514,52,Freelancer,89217,21,631,180339,6948,3,4,0,15,111063,Monthly,64,54.0,No Response,6433,25,0.1942,AT-RISK,AT-RISK,33.2
CUSTOMER_0516,customer0516@example.com,+91-9000000515,34,Salaried,51033,35,742,210752,6757,2,3,0,2,136885,Weekly,91,67.0,No Response,6749,-9,0.1165,LOW,LOW,6.0
CUSTOMER_0517,customer0517@example.com,+91-9000700516,49,Salaried,71981,12,645,48684,2895,3,1,0,17,38010,Weekly,47,69.0,No Response,2969,28,0.1758,LOW,LOW,25.4
CUSTOMER_0518,customer0518@example.com,+91-9000100517,38,Salaried,12072,21,709,314860,16741,4,4,1,11,206246,Monthly,75,69.0,Responded,15848,28,0.2471,AT-RISK,AT-RISK,35.9
CUSTOMER_0519,customer0519@example.com,+91-9000900518,26,Freelancer,22789,1,722,216271,6099,1,3,0,0,26560,Bi-Weekly,86,81.0,Responded,6532,-2,0.0508,LOW,LOW,1.5
CUSTOMER_0520,customer0520@example.com,+91-9000400519,36,Business Owner,71516,37,783,20000,1000,0,19,0,0,10915,Monthly,98,75.0,No Response,1004,7,0.0172,LOW,LOW,4.8
CUSTOMER_0521,customer0521@example.com,+91-9000300520,33,Salaried,12753,24,581,210064,6381,5,33,0,12,155912,Monthly,69,50.0,Responded,5889,-15,0.2862,HIGH,HIGH,60.9
CUSTOMER_0522,customer0522@example.com,+91-9000700521,25,Self-Employed,42452,28,651,115552,6029,5,23,0,0,35386,Monthly,60,66.0,No Response,6386,16,0.2095,AT-RISK,AT-RISK,33.8
CUSTOMER_0523,customer0523@example.com,+91-9000100522,38,Self-Employed,69085,6,664,125839,9663,4,2,0,8,38850,Monthly,84,86.0,Responded,9558,25,0.1524,LOW,LOW,8.3
CUSTOMER_0524,customer0524@example.com,+91-9000900523,35,Freelancer,55558,32,624,188327,10259,6,32,1,7,68253,Weekly,54,50.0,No Response,9367,10,0.2682,HIGH,HIGH,58.8
CUSTOMER_0525,customer0525@example.com,+91-9000800524,40,Salaried,52385,53,679,209221,7612,0,2,1,0,85503,Bi-Weekly,92,92.0,No Response,8654,-7,0.1072,LOW,LOW,3.4
CUSTOMER_0526,customer0526@example.com,+91-9000600525,36,Salaried,39977,25,736,115534,12445,5,10,0,0,23844,Bi-Weekly,84,52.0,Responded,12977,0,0.1576,LOW,LOW,10.9
CUSTOMER_0527,customer0527@example.com,+91-9000600526,29,Business Owner,51639,36,655,119451,8463,5,1,1,8,6508,Monthly,90,74.0,Responded,8627,15,0.1859,AT-RISK,AT-RISK,26.6
CUSTOMER_0528,customer0528@example.com,+91-9000000527,41,Salaried,44373,13,508,237719,32128,6,8,0,48,43752,Monthly,48,59.0,No Response,35815,-14,0.321,HIGH,HIGH,76.7
CUSTOMER_0529,customer0529@example.com,+91-9000100528,29,Salaried,35391,26,659,196833,10375,1,19,1,65,64727,Monthly,72,55.0,Responded,11767,16,0.3124,HIGH,HIGH,61.3
CUSTOMER_0530,customer0530@example.com,+91-9000300529,21,Salaried,55449,6,678,75667,2454,0,16,0,15,16906,Monthly,69,75.0,Responded,2343,-6,0.1777,LOW,LOW,11.5
CUSTOMER_0531,customer0531@example.com,+91-9000300530,36,Salaried,67832,38,657,290237,43062,1,7,1,6,161219,Monthly,87,69.0,No Response,47477,9,0.1396,LOW,LOW,14.6
CUSTOMER_0532,customer0532@example.com,+91-9000200531,30,Salaried,43285,29,721,105413,4014,3,9,0,0,11723,Monthly,89,84.0,Responded,4446,2,0.1342,LOW,LOW,1.5
CUSTOMER_0533,customer0533@example.com,+91-9000600532,38,Freelancer,48590,10,652,231592,6816,2,1,0,10,152972,Monthly,71,50.0,Responded,6227,29,0.0972,LOW,LOW,14.3
CUSTOMER_0534,customer0534@example.com,+91-9000700533,52,Salaried,51670,15,678,210817,16083,6,10,1,47,153537,Monthly,65,50.0,No Response,17337,18,0.3396,HIGH,HIGH,66.9
CUSTOMER_0535,customer0535@example.com,+91-9000100534,53,Salaried,59654,28,735,195543,7293,4,5,0,0,121565,Monthly,90,74.0,No Response,6678,13,0.1254,LOW,LOW,8.8
CUSTOMER_0536,customer0536@example.com,+91-9000300535,33,Self-Employed,54727,36,562,125878,3570,8,0,2,4,82794,Monthly,64,64.0,Responded,3743,29,0.3379,HIGH,HIGH,63.1
CUSTOMER_0537,customer0537@example.com,+91-9000200536,27,Salaried,28908,48,703,20842,1000,4,0,1,0,2237,Bi-Weekly,77,73.0,No Response,1067,8,0.1937,AT-RISK,AT-RISK,20.8
CUSTOMER_0538,customer0538@example.com,+91-9000100537,40,Salaried,34009,24,634,170748,13086,5,0,0,21,65059,Monthly,58,67.0,No Response,12978,-13,0.2548,AT-RISK,AT-RISK,40.5
CUSTOMER_0539,customer0539@example.com,+91-9000500538,31,Self-Employed,34528,8,643,171686,19055,7,11,2,6,25146,Monthly,57,54.0,No Response,21345,-1,0.2983,HIGH,HIGH,59.3
CUSTOMER_0540,customer0540@example.com,+91-9000300539,38,Business Owner,31450,31,733,77386,7406,5,0,0,0,51358,Bi-Weekly,88,60.0,Responded,8147,-13,0.1581,LOW,LOW,7.3
CUSTOMER_0541,customer0541@example.com,+91-9000500540,29,Self-Employed,14354,54,733,205894,7608,2,2,1,9,47869,Weekly,82,94.0,Responded,8608,15,0.0969,LOW,LOW,5.4
CUSTOMER_0542,customer0542@example.com,+91-9000100541,37,Self-Employed,12000,4,498,191550,6897,3,5,1,20,110931,Monthly,45,55.0,No Response,6750,-6,0.3065,HIGH,HIGH,62.2
CUSTOMER_0543,customer0543@example.com,+91-9000300542,27,Salaried,72091,14,716,89596,3416,0,4,1,0,48423,Monthly,84,66.0,No Response,3092,22,0.0587,LOW,LOW,2.1
CUSTOMER_0544,customer0544@example.com,+91-9000500543,45,Freelancer,17127,35,637,212317,13201,2,8,1,3,149892,Monthly,70,45.0,No Response,14558,6,0.1711,LOW,LOW,30.3
CUSTOMER_0545,customer0545@example.com,+91-9000400544,29,Salaried,82099,30,619,187748,16924,0,5,0,0,92953,Weekly,86,90.0,Responded,16175,-2,0.1091,LOW,LOW,10.4
CUSTOMER_0546,customer0546@example.com,+91-9000200545,40,Business Owner,64767,20,724,93513,3992,0,3,1,0,42415,Bi-Weekly,79,90.0,Responded,4059,-7,0.0527,LOW,LOW,1.3
CUSTOMER_0547,customer0547@example.com,+91-9000700546,23,Salaried,35094,28,573,286928,13989,6,5,1,5,119502,Monthly,58,56.0,No Response,15448,2,0.3046,HIGH,HIGH,60.8
CUSTOMER_0548,customer0548@example.com,+91-9000600547,42,Freelancer,48801,36,544,399399,14333,3,5,0,16,226282,Monthly,48,69.0,No Response,13674,-8,0.2618,AT-RISK,AT-RISK,55.5
CUSTOMER_0549,customer0549@example.com,+91-9000200548,26,Self-Employed,51130,25,624,77520,4028,7,16,1,22,8948,Monthly,71,59.0,Responded,3939,22,0.2501,AT-RISK,HIGH,54.0
CUSTOMER_0550,customer0550@example.com,+91-9000500549,37,Business Owner,26901,25,630,139041,8604,4,2,1,8,86423,Monthly,78,68.0,No Response,8688,-1,0.2484,AT-RISK,AT-RISK,33.8
CUSTOMER_0551,customer0551@example.com,+91-9000300550,44,Salaried,44186,34,639,195632,13214,7,2,0,2,87025,Monthly,70,73.0,No Response,12790,-1,0.2008,AT-RISK,AT-RISK,34.4
CUSTOMER_0552,customer0552@example.com,+91-9000400551,33,Salaried,30167,24,694,314938,25513,1,6,0,2,19527,Monthly,73,60.0,Responded,25904,-10,0.0841,LOW,LOW,5.5
